"SP500","Dividend","Earnings","Consumer.Price.Index","Long.Interest.Rate","Real.Price","Real.Dividend","Real.Earnings","PE10","date","dateNumeric","dateNumeric2","dateNumeric3","residualsLinear","residualsQuad","residualsCube","discrRes1","discrRes2","discrRes3","discrRes4","discrRes5","discrRes6","discrRes7","year"
107.2,3.2,7.09,43.9,6.85,610.08,18.23,40.33,16.31,1973-01-05,37259,1388233081,51724176364979,-390.259391939468,-211.425455024451,35.4296398147999,"0","0","0","0","0","0","0","1973"
104.8,3.22,7.23,44.2,6.9,592.37,18.2,40.87,15.81,1973-01-06,37260,1388307600,51728341176000,-392.68209752396,-213.877026076513,33.0204768524531,"0","0","0","0","0","0","0","1973"
105.8,3.24,7.38,44.3,7.13,596.67,18.25,41.64,15.89,1973-01-07,37261,1388382121,51732506210581,-391.704803108452,-212.928599870046,34.0113059242904,"0","0","0","0","0","0","0","1973"
103.8,3.25,7.54,45.1,7.4,575.01,18.02,41.75,15.28,1973-01-08,37262,1388456644,51736671468728,-393.727508692945,-214.980176405049,32.0021270275372,"0","0","0","0","0","0","0","1973"
105.6,3.27,7.69,45.2,7.09,583.69,18.07,42.51,15.48,1973-01-09,37263,1388531169,51740836950447,-391.950214277437,-213.231755681522,33.792940159416,"0","0","0","0","0","0","0","1973"
109.8,3.31,7.85,45.6,6.79,601.58,18.12,42.99,15.91,1973-01-10,37264,1388605696,51745002655744,-387.772919861929,-209.083337699467,37.9837453171516,"0","0","0","0","0","0","0","1973"
102,3.34,8,45.9,6.73,555.19,18.2,43.56,14.65,1973-01-11,37265,1388680225,51749168584625,-395.595625446421,-216.934922458881,30.1745424979676,"0","0","0","0","0","0","0","1973"
94.78,3.38,8.16,46.2,6.74,512.54,18.28,44.13,13.49,1973-01-12,37266,1388754756,51753334737096,-402.838331030914,-224.206509959767,22.9453316990884,"0","0","0","0","0","0","0","1973"
96.11,3.4,8.23,46.6,6.99,515.27,18.23,44.11,13.53,1974-01-01,37620,1415264400,53242246728000,-409.546107941173,-241.310745577973,20.4926050978824,"0","0","0","0","0","0","0","1974"
93.45,3.42,8.29,47.2,6.96,494.64,18.1,43.9,12.96,1974-01-02,37621,1415339641,53246492634061,-412.228813525666,-244.023306300919,17.8203860865039,"0","0","0","0","0","0","0","1974"
97.44,3.44,8.36,47.8,7.21,509.29,17.98,43.7,13.31,1974-01-03,37622,1415414884,53250738765848,-408.261519110158,-240.085869765336,21.7981581071451,"0","0","0","0","0","0","0","1974"
92.46,3.46,8.49,48,7.51,481.25,18.01,44.17,12.55,1974-01-04,37623,1415490129,53254985123367,-413.26422469465,-245.118435971223,16.8059211570294,"0","0","0","0","0","0","0","1974"
89.67,3.48,8.61,48.6,7.58,460.96,17.89,44.28,12,1974-01-05,37624,1415565376,53259231706624,-416.076930279142,-247.961004918581,14.0036752333815,"0","0","0","0","0","0","0","1974"
89.79,3.5,8.74,49,7.54,457.81,17.85,44.56,11.89,1974-01-06,37625,1415640625,53263478515625,-415.979635863635,-247.893576607409,14.1114203334242,"0","0","0","0","0","0","0","1974"
79.31,3.53,8.86,49.4,7.81,401.1,17.85,44.83,10.39,1974-01-07,37626,1415715876,53267725550376,-426.482341448127,-258.426151037709,3.61915645438261,"-80","0","0","0","0","0","0","1974"
76.03,3.56,8.99,50,8.04,379.9,17.79,44.9,9.82,1974-01-08,37627,1415791129,53271972810883,-429.785047032619,-261.758728209478,0.326883593479486,"-80","0","0","0","0","0","0","1974"
68.12,3.59,9.11,50.6,8.04,336.34,17.73,44.98,8.68,1974-01-09,37628,1415866384,53276220297152,-437.717752617111,-269.721308122719,-7.59539825205997,"-80","-110","0","0","0","0","0","1974"
69.44,3.59,9.04,51.1,7.9,339.5,17.57,44.18,8.74,1974-01-10,37629,1415941641,53280468009189,-436.420458201604,-268.45389077743,-6.28768908501301,"-80","-110","0","0","0","0","0","1974"
71.74,3.6,8.96,51.5,7.68,348.02,17.45,43.48,8.95,1974-01-11,37630,1416016900,53284715947000,-434.143163786096,-266.206476173611,-3.99998890815481,"-80","0","0","0","0","0","0","1974"
67.07,3.6,8.89,51.9,7.43,322.86,17.33,42.79,8.29,1974-01-12,37631,1416092161,53288964110591,-438.835869370588,-270.929064311263,-8.68229772426228,"-80","-110","0","0","0","0","0","1974"
72.56,3.62,8.74,52.1,7.5,347.95,17.37,41.93,8.92,1975-01-01,37985,1442860225,54807045646625,-441.383646280848,-284.227525344852,-8.13539122631401,"-80","-110","-140","0","0","0","0","1975"
80.1,3.65,8.6,52.5,7.39,381.18,17.35,40.91,9.76,1975-01-02,37986,1442936196,54811374341256,-433.86635186534,-276.741086704565,-0.611067965667186,"-80","-110","0","0","0","0","0","1975"
83.78,3.67,8.45,52.7,7.73,397.18,17.4,40.06,10.16,1975-01-03,37987,1443012169,54815703263803,-430.209057449832,-273.114650805749,3.05324531372944,"-80","-110","0","0","0","0","0","1975"
84.72,3.68,8.29,52.9,8.23,400.11,17.4,39.14,10.23,1975-01-04,37988,1443088144,54820032414272,-429.291763034325,-272.228217648403,3.97754860909996,"-80","-110","0","0","0","0","0","1975"
90.1,3.7,8.12,53.2,8.06,423.12,17.36,38.15,10.82,1975-01-05,37989,1443164121,54824361792669,-423.934468618817,-266.901787232527,9.34184191766804,"-80","0","0","0","0","0","0","1975"
92.4,3.71,7.96,53.6,7.86,430.69,17.29,37.1,11.01,1975-01-06,37990,1443240100,54828691399000,-421.657174203309,-264.655359558122,11.6261252366581,"-80","0","0","0","0","0","0","1975"
92.49,3.71,7.89,54.2,8.06,426.33,17.1,36.38,10.9,1975-01-07,37991,1443316081,54833021233271,-421.589879787801,-264.618934625188,11.7003985632929,"-80","0","0","0","0","0","0","1975"
85.71,3.71,7.83,54.3,8.4,394.35,17.07,36.01,10.09,1975-01-08,37992,1443392064,54837351295488,-428.392585372294,-271.452512433724,4.90466189479732,"-80","-110","0","0","0","0","0","1975"
84.67,3.71,7.76,54.6,8.43,387.43,16.98,35.51,9.92,1975-01-09,37993,1443468049,54841681585657,-429.455290956786,-272.546092983732,3.84891522839461,"-80","-110","0","0","0","0","0","1975"
88.57,3.7,7.83,54.9,8.14,403.06,16.84,35.62,10.33,1975-01-10,37994,1443544036,54846012103784,-425.577996541278,-268.699676275209,7.73315856130963,"-80","-110","0","0","0","0","0","1975"
90.07,3.69,7.89,55.3,8.05,406.92,16.67,35.66,10.44,1975-01-11,37995,1443620025,54850342849875,-424.10070212577,-267.253262308157,9.21739189076579,"-80","0","0","0","0","0","0","1975"
88.7,3.68,7.96,55.5,8,399.29,16.57,35.83,10.25,1975-01-12,37996,1443696016,54854673823936,-425.493407710263,-268.676851082576,7.83161521398682,"-80","-110","0","0","0","0","0","1975"
96.86,3.68,8.19,55.6,7.74,435.24,16.55,36.82,11.19,1976-01-01,38350,1470722500,56402207875000,-425.371184620522,-279.659537531549,9.75723023198482,"-80","-110","0","0","0","0","0","1976"
100.6,3.69,8.43,55.8,7.79,450.42,16.51,37.73,11.59,1976-01-02,38351,1470799201,56406620157551,-421.653890205015,-275.974099528028,13.4777259212132,"-80","-110","0","0","0","0","0","1976"
101.1,3.69,8.66,55.9,7.73,451.85,16.49,38.7,11.63,1976-01-03,38352,1470875904,56411032670208,-421.176595789507,-275.528664265978,13.9582106159217,"-80","-110","0","0","0","0","0","1976"
101.9,3.71,8.86,56.1,7.56,453.8,16.54,39.44,11.69,1976-01-04,38353,1470952609,56415445412977,-420.399301373999,-274.783231745399,14.7386843133345,"-80","-110","0","0","0","0","0","1976"
101.2,3.74,9.05,56.5,7.9,447.49,16.52,40.03,11.53,1976-01-05,38354,1471029316,56419858385864,-421.122006958491,-275.53780196629,14.0191470106748,"-80","-110","0","0","0","0","0","1976"
101.8,3.76,9.25,56.8,7.86,447.77,16.54,40.69,11.54,1976-01-06,38355,1471106025,56424271588875,-420.544712542984,-274.992374928652,14.5995987051676,"-80","-110","0","0","0","0","0","1976"
104.2,3.79,9.35,57.1,7.83,455.92,16.58,40.91,11.76,1976-01-07,38356,1471182736,56428685022016,-418.167418127476,-272.646950632484,16.9800393940352,"-80","-110","0","0","0","0","0","1976"
103.3,3.82,9.45,57.4,7.77,449.62,16.63,41.13,11.6,1976-01-08,38357,1471259449,56433098685293,-419.090123711968,-273.601529077787,16.060469074503,"-80","-110","0","0","0","0","0","1976"
105.5,3.85,9.55,57.6,7.59,457.6,16.7,41.42,11.81,1976-01-09,38358,1471336164,56437512578712,-416.91282929646,-271.456110264561,18.2408877437944,"-80","-110","0","0","0","0","0","1976"
101.9,3.92,9.67,57.9,7.41,439.69,16.9,41.73,11.35,1976-01-10,38359,1471412881,56441926702279,-420.535534880953,-275.110694192805,14.6212953991331,"-80","-110","0","0","0","0","0","1976"
101.2,3.98,9.79,58,7.29,435.92,17.16,42.17,11.25,1976-01-11,38360,1471489600,56446341056000,-421.258240465445,-275.86528086252,13.9016920377437,"-80","-110","0","0","0","0","0","1976"
104.7,4.05,9.91,58.2,6.87,449.45,17.39,42.54,11.6,1976-01-12,38361,1471566321,56450755639881,-417.780946049937,-272.419870273705,17.382077656849,"-80","-110","0","0","0","0","0","1976"
103.8,4.1,9.97,58.5,7.21,443.3,17.5,42.56,11.44,1977-01-01,38716,1498928656,58032521845696,-426.741428544689,-292.872344771308,8.80177489015925,"-80","-110","-140","-150","0","0","0","1977"
101,4.14,10.02,59.1,7.39,426.96,17.52,42.37,11.01,1977-01-02,38717,1499006089,58037018747813,-429.564134129181,-295.727910146024,5.97806115673599,"-80","-110","-140","-150","0","0","0","1977"
100.6,4.19,10.08,59.5,7.46,422.41,17.59,42.33,10.9,1977-01-03,38718,1499083524,58041515882232,-429.986839713674,-296.183478262212,5.55433541274737,"-80","-110","-140","-150","0","0","0","1977"
99.05,4.25,10.19,60,7.37,412.44,17.68,42.44,10.64,1977-01-04,38719,1499160961,58046013248959,-431.559545298166,-297.789049119869,3.98059765541673,"-80","-110","-140","-150","0","0","0","1977"
98.76,4.3,10.31,60.3,7.46,409.18,17.83,42.7,10.55,1977-01-05,38720,1499238400,58050510848000,-431.872250882658,-298.134622718998,3.66684788196778,"-80","-110","-140","-150","0","0","0","1977"
99.29,4.36,10.42,60.7,7.28,408.67,17.95,42.89,10.53,1977-01-06,38721,1499315841,58055008679361,-431.36495646715,-297.660199059597,4.17308608962486,"-80","-110","-140","-150","0","0","0","1977"
100.2,4.41,10.52,61,7.33,410.39,18.05,43.07,10.57,1977-01-07,38722,1499393284,58059506743048,-430.477662051643,-296.805778141666,5.05931227561207,"-80","-110","-140","-150","0","0","0","1977"
97.75,4.45,10.61,61.2,7.4,399.04,18.18,43.33,10.27,1977-01-08,38723,1499470729,58064005039067,-432.950367636135,-299.311359965207,2.58552643715378,"-80","-110","-140","-150","0","0","0","1977"
96.23,4.5,10.71,61.4,7.34,391.56,18.31,43.58,10.07,1977-01-09,38724,1499548176,58068503567424,-434.493073220627,-300.886944530217,1.0417285714726,"-80","-110","-140","-150","0","0","0","1977"
93.74,4.56,10.77,61.6,7.52,380.19,18.48,43.68,9.77,1977-01-10,38725,1499625625,58073002328125,-437.005778805119,-303.432531836699,-1.47208132420687,"-80","-110","-140","-150","-175","0","0","1977"
94.28,4.61,10.83,61.9,7.58,380.52,18.62,43.71,9.77,1977-01-11,38726,1499703076,58077501321176,-436.488484389612,-302.948121884651,-0.955903252660963,"-80","-110","-140","-150","-175","0","0","1977"
93.82,4.67,10.89,62.1,7.69,377.45,18.79,43.81,9.68,1977-01-12,38727,1499780529,58082000546583,-436.971189974104,-303.463714674073,-1.43973721666508,"-80","-110","-140","-150","-175","0","0","1977"
90.25,4.71,10.9,62.5,7.96,360.76,18.84,43.57,9.24,1978-01-01,39081,1527324561,59689371168441,-448.578966884363,-326.885822434404,-14.2239139158136,"-80","-110","-140","-150","-175","-200","0","1978"
88.98,4.76,10.91,62.9,8.03,353.42,18.89,43.33,9.05,1978-01-02,39082,1527402724,59693953259368,-449.871672468856,-328.212388445887,-15.5221959208128,"-80","-110","-140","-150","-175","-200","0","1978"
88.82,4.8,10.92,63.4,8.04,350.01,18.91,43.03,8.95,1978-01-03,39083,1527480889,59698535584787,-450.054378053348,-328.428957198841,-15.7104909496468,"-80","-110","-140","-150","-175","-200","0","1978"
92.71,4.84,11.02,63.9,8.15,362.48,18.91,43.1,9.26,1978-01-04,39084,1527559056,59703118144704,-446.18708363784,-324.595528693265,-11.8487990050931,"-80","-110","-140","-150","-175","-200","0","1978"
97.41,4.87,11.13,64.5,8.35,377.31,18.88,43.1,9.63,1978-01-05,39085,1527637225,59707700939125,-441.509789222333,-319.95210292916,-7.17712008992649,"-80","-110","-140","-150","-175","-200","0","1978"
97.66,4.91,11.23,65.2,8.46,374.22,18.81,43.03,9.55,1978-01-06,39086,1527715396,59712283968056,-441.282494806825,-319.758679906526,-6.95545420692373,"-80","-110","-140","-150","-175","-200","0","1978"
97.19,4.95,11.34,65.7,8.64,369.58,18.81,43.13,9.43,1978-01-07,39087,1527793569,59716867231503,-441.775200391317,-320.285259625362,-7.45380135886062,"-80","-110","-140","-150","-175","-200","0","1978"
103.9,4.98,11.46,66,8.41,393.3,18.86,43.37,10.02,1978-01-08,39088,1527871744,59721450729472,-435.087905975809,-313.631842085669,-0.772161548513553,"-80","-110","-140","-150","-175","0","0","1978"
103.9,5.02,11.57,66.5,8.42,390.34,18.86,43.47,9.94,1978-01-09,39089,1527949921,59726034461969,-435.110611560302,-313.688427287446,-0.800534778658182,"-80","-110","-140","-150","-175","0","0","1978"
100.6,5.04,11.82,67.1,8.64,374.57,18.75,44.02,9.53,1978-01-10,39090,1528028100,59730618429000,-438.433317144794,-317.045015230694,-4.1289210520711,"-80","-110","-140","-150","-175","-200","0","1978"
94.71,5.05,12.08,67.4,8.81,351.07,18.73,44.77,8.93,1978-01-11,39091,1528106281,59735202630571,-444.346022729286,-322.991605915413,-10.0473203715279,"-80","-110","-140","-150","-175","-200","0","1978"
96.11,5.07,12.33,67.7,9.01,354.68,18.71,45.5,9.01,1978-01-12,39092,1528184464,59739787066688,-442.968728313778,-321.648199341602,-8.67573273980504,"-80","-110","-140","-150","-175","-200","0","1978"
99.71,5.11,12.65,68.3,9.1,364.73,18.7,46.28,9.26,1979-01-01,39446,1555986916,61377459888536,-447.406505224038,-338.254532517316,-15.9743333536922,"-160","-110","-140","-150","-175","-200","0","1979"
98.23,5.16,12.98,69.1,9.1,355.16,18.64,46.92,9,1979-01-02,39447,1556065809,61382127967623,-448.90921080853,-339.792099165566,-17.4875534737101,"-160","-110","-140","-150","-175","-200","-250","1979"
100.1,5.2,13.3,69.8,9.12,358.29,18.61,47.6,9.07,1979-01-03,39448,1556144704,61386796283392,-447.061916393022,-337.979668555286,-15.6507876308341,"-160","-110","-140","-150","-175","-200","0","1979"
102.1,5.25,13.53,70.6,9.18,361.31,18.57,47.87,9.13,1979-01-04,39449,1556223601,61391464835849,-445.084621977515,-336.037240686477,-13.6840358278388,"-160","-110","-140","-150","-175","-200","0","1979"
99.73,5.29,13.75,71.5,9.25,348.48,18.5,48.06,8.79,1979-01-05,39450,1556302500,61396133625000,-447.477327562007,-338.464815559139,-16.0872980675017,"-160","-110","-140","-150","-175","-200","-250","1979"
101.7,5.34,13.98,72.3,8.91,351.43,18.45,48.31,8.85,1979-01-06,39451,1556381401,61400802650851,-445.530033146499,-336.552393173271,-14.1505743525966,"-160","-110","-140","-150","-175","-200","0","1979"
102.7,5.4,14.2,73.1,8.95,351,18.44,48.52,8.83,1979-01-07,39452,1556460304,61405471913408,-444.552738730991,-335.609973528874,-13.1838646859018,"-160","-110","-140","-150","-175","-200","0","1979"
107.4,5.45,14.41,73.8,9.03,363.58,18.46,48.79,9.13,1979-01-08,39453,1556539209,61410141412677,-439.875444315484,-330.967556625948,-8.51716907019269,"-80","-110","-140","-150","-175","-200","0","1979"
108.6,5.51,14.63,74.6,9.33,363.7,18.45,49,9.11,1979-01-09,39454,1556618116,61414811148664,-438.698149899976,-329.825142464492,-7.35048750824458,"-80","-110","-140","-150","-175","-200","0","1979"
104.5,5.56,14.71,75.2,10.3,347.18,18.46,48.86,8.68,1979-01-10,39455,1556697025,61419481121375,-442.820855484468,-333.982731044506,-11.4838200028345,"-160","-110","-140","-150","-175","-200","0","1979"
103.7,5.6,14.78,75.9,10.65,341.34,18.44,48.66,8.52,1979-01-11,39456,1556775936,61424151330816,-443.64356106896,-334.840322365991,-12.3171665567384,"-160","-110","-140","-150","-175","-200","0","1979"
107.8,5.65,14.86,76.7,10.39,351.14,18.4,48.4,8.75,1979-01-12,39457,1556854849,61428821776993,-439.566266653453,-330.797916428947,-8.25052717273157,"-80","-110","-140","-150","-175","-200","0","1979"
110.9,5.7,15,77.8,10.8,356.13,18.3,48.18,8.85,1980-01-01,39811,1584915721,63097079768731,-444.504043563712,-348.258475020045,-17.8644762804616,"-160","-110","-140","-150","-175","-200","-250","1980"
115.3,5.75,15.15,78.9,12.41,365.1,18.21,47.96,9.05,1980-01-02,39812,1584995344,63101834635328,-440.126749148205,-343.917042305061,-13.5030043589427,"-160","-110","-140","-150","-175","-200","-250","1980"
104.7,5.8,15.29,80.1,12.75,326.56,18.09,47.69,8.08,1980-01-03,39813,1585074969,63106589740797,-450.749454732697,-354.575612331548,-24.1415474877994,"-160","-110","-140","-150","-175","-200","-250","1980"
103,5.85,15.17,81,11.47,317.69,18.03,46.8,7.84,1980-01-04,39814,1585154596,63111345085144,-452.472160317189,-356.334185099506,-25.8801056698068,"-160","-110","-140","-150","-175","-200","-250","1980"
107.7,5.89,15.06,81.8,10.18,328.94,18,45.99,8.1,1980-01-05,39815,1585234225,63116100668375,-447.794865901681,-351.692760608934,-21.2186789077423,"-160","-110","-140","-150","-175","-200","-250","1980"
114.6,5.94,14.94,82.7,9.78,346.2,17.94,45.13,8.51,1980-01-06,39816,1585313856,63120856490496,-440.917571486174,-344.851338859833,-14.3572672043795,"-160","-110","-140","-150","-175","-200","-250","1980"
119.8,5.98,14.84,82.7,10.25,361.91,18.08,44.83,8.88,1980-01-07,39817,1585393489,63125612551513,-435.740277070666,-339.709919852203,-9.19587056249634,"-160","-110","-140","-150","-175","-200","-250","1980"
123.5,6.03,14.74,83.3,11.1,370.4,18.08,44.21,9.07,1980-01-08,39818,1585473124,63130368851432,-432.062982655158,-336.068503586043,-5.53448898486801,"-160","-110","-140","-150","-175","-200","0","1980"
126.5,6.07,14.64,84,11.51,376.24,18.05,43.54,9.2,1980-01-09,39819,1585552761,63135125390259,-429.08568823965,-333.127090061353,-2.57312247427235,"-160","-110","-140","-150","-175","-200","0","1980"
130.2,6.1,14.7,84.8,11.75,383.59,17.97,43.31,9.36,1980-01-10,39820,1585632400,63139882168000,-425.408393824143,-329.485679278135,1.08822896651721,"-80","-110","-140","-150","-175","-200","0","1980"
135.7,6.13,14.76,85.5,12.68,396.52,17.91,43.13,9.65,1980-01-11,39821,1585712041,63144639184661,-419.931099408635,-324.044271236387,6.5495653347227,"-80","-110","-140","-150","-175","-200","0","1980"
133.5,6.16,14.82,86.3,12.84,386.48,17.83,42.9,9.39,1980-01-12,39822,1585791684,63149396440248,-422.153804993127,-326.302865936109,4.31088662756873,"-80","-110","-140","-150","-175","-200","0","1980"
133,6.2,14.74,87,12.57,381.93,17.8,42.33,9.26,1981-01-01,40177,1614191329,64853365025233,-430.714287487879,-347.777217864373,-10.8935414334951,"-160","-110","-140","-150","-175","-200","-250","1981"
128.4,6.24,14.66,87.9,13.19,364.95,17.74,41.67,8.83,1981-01-02,40178,1614271684,64858207719752,-435.336993072371,-352.436788527627,-15.5377633775283,"-160","-110","-140","-150","-175","-200","-250","1981"
133.2,6.28,14.58,88.5,13.12,376.02,17.73,41.16,9.08,1981-01-03,40179,1614352041,64863050655339,-430.559698656864,-347.696361932352,-10.7820013879829,"-160","-110","-140","-150","-175","-200","-250","1981"
134.4,6.32,14.72,89.1,13.68,376.86,17.71,41.28,9.09,1981-01-04,40180,1614432400,64867893832000,-429.382404241356,-346.555938078546,-9.62625546763358,"-160","-110","-140","-150","-175","-200","-250","1981"
131.7,6.35,14.87,89.8,14.1,366.41,17.68,41.36,8.82,1981-01-05,40181,1614512761,64872737249741,-432.105109825848,-349.315516966212,-12.3705256192576,"-160","-110","-140","-150","-175","-200","-250","1981"
132.3,6.39,15.01,90.6,13.47,364.83,17.62,41.39,8.77,1981-01-06,40182,1614593124,64877580908568,-431.52781541034,-348.775098595348,-11.8148118456301,"-160","-110","-140","-150","-175","-200","-250","1981"
129.1,6.43,15.1,91.6,14.28,352.12,17.55,41.18,8.45,1981-01-07,40183,1614673489,64882424808487,-434.750520994833,-352.034682965955,-15.0591141495265,"-160","-110","-140","-150","-175","-200","-250","1981"
129.6,6.48,15.18,92.3,14.94,350.8,17.53,41.1,8.4,1981-01-08,40184,1614753856,64887268949504,-434.273226579325,-351.594270078032,-14.6034325337259,"-160","-110","-140","-150","-175","-200","-250","1981"
118.3,6.52,15.27,93.2,15.32,317.12,17.48,40.93,7.58,1981-01-09,40185,1614834225,64892113331625,-445.595932163817,-362.95385993158,-25.947767001001,"-160","-110","-140","-150","-175","-200","-250","1981"
119.8,6.56,15.3,93.4,15.15,320.45,17.54,40.93,7.65,1981-01-10,40186,1614914596,64896957954856,-444.118637748309,-361.513452526598,-24.4921175541307,"-160","-110","-140","-150","-175","-200","-250","1981"
122.9,6.59,15.33,93.7,13.39,327.69,17.58,40.87,7.81,1981-01-11,40187,1614994969,64901802819203,-441.041343332802,-358.473047863087,-21.4364841958884,"-160","-110","-140","-150","-175","-200","-250","1981"
123.8,6.63,15.36,94,13.72,329.04,17.62,40.82,7.83,1981-01-12,40188,1615075344,64906647924672,-440.164048917294,-357.632645941047,-20.5808669290526,"-160","-110","-140","-150","-175","-200","-250","1981"
117.3,6.66,15.18,94.3,14.59,310.77,17.64,40.21,7.39,1982-01-01,40542,1643653764,66637010900088,-454.701825827554,-385.402625843502,-43.8241575543536,"-160","-220","-140","-150","-175","-200","-250","1982"
114.5,6.69,14.99,94.6,14.43,302.39,17.67,39.6,7.18,1982-01-02,40543,1643734849,66641941983007,-457.524531412046,-388.263197143522,-46.674428157008,"-160","-220","-140","-150","-175","-200","-250","1982"
110.8,6.72,14.81,94.5,13.86,292.93,17.77,39.15,6.95,1982-01-03,40544,1643815936,66646873309184,-461.247236996538,-392.023771185013,-50.4247158393526,"-160","-220","-140","-150","-175","-200","-250","1982"
116.3,6.75,14.6,94.9,13.87,306.17,17.77,38.43,7.26,1982-01-04,40545,1643897025,66651804878625,-455.76994258103,-386.584347967975,-44.975020604162,"-160","-220","-140","-150","-175","-200","-250","1982"
116.4,6.78,14.38,95.8,13.62,303.56,17.68,37.51,7.19,1982-01-05,40546,1643978116,66656736691336,-455.692648165523,-386.544927492407,-44.9253424542157,"-160","-220","-140","-150","-175","-200","-250","1982"
109.7,6.81,14.17,97,14.3,282.55,17.54,36.5,6.69,1982-01-06,40547,1644059209,66661668747323,-462.415353750015,-393.305509758309,-51.6756813922875,"-160","-220","-140","-150","-175","-200","-250","1982"
109.4,6.82,13.97,97.5,13.95,280.33,17.48,35.79,6.64,1982-01-07,40548,1644140304,66666601046592,-462.738059334507,-393.666094765683,-52.0260374211545,"-160","-220","-140","-150","-175","-200","-250","1982"
109.7,6.84,13.76,97.7,13.06,280.52,17.48,35.2,6.64,1982-01-08,40549,1644221401,66671533589149,-462.460764918999,-393.426682514527,-51.7764105435919,"-160","-220","-140","-150","-175","-200","-250","1982"
122.4,6.85,13.56,97.9,12.34,312.36,17.48,34.6,7.4,1982-01-09,40550,1644302500,66676466375000,-449.783470503492,-380.787273004841,-39.1268007623754,"-160","-220","-140","-150","-175","-200","-250","1982"
132.7,6.86,13.25,98.2,10.91,337.61,17.44,33.72,8,1982-01-10,40551,1644383601,66681399404151,-439.506176087984,-370.547866236626,-28.8772080802822,"-160","-110","-140","-150","-175","-200","-250","1982"
138.1,6.86,12.95,98,10.55,352.06,17.5,33.01,8.35,1982-01-11,40552,1644464704,66686332676608,-434.128881672476,-365.208462209882,-23.527632500089,"-160","-110","-140","-150","-175","-200","-250","1982"
139.4,6.87,12.64,97.6,10.54,356.83,17.59,32.36,8.47,1982-01-12,40553,1644545809,66691266192377,-432.851587256968,-363.969060924608,-22.2780740245698,"-160","-110","-140","-150","-175","-200","-250","1982"
144.3,6.88,12.57,97.8,10.46,368.62,17.58,32.1,8.76,1983-01-01,40907,1673382649,68453064022643,-435.989364167228,-380.693266242447,-36.3298455785021,"-160","-220","-140","-150","-175","-200","-250","1983"
146.8,6.9,12.49,97.9,10.72,374.63,17.6,31.88,8.91,1983-01-02,40908,1673464464,68458084293312,-433.51206975172,-378.254838179234,-33.8865346832215,"-160","-220","-140","-150","-175","-200","-250","1983"
151.9,6.91,12.42,97.9,10.51,387.64,17.63,31.7,9.23,1983-01-03,40909,1673546281,68463104809429,-428.434775336213,-373.216412857491,-28.8432418808994,"-160","-220","-140","-150","-175","-200","-250","1983"
157.7,6.92,12.48,98.6,10.4,399.58,17.53,31.61,9.53,1983-01-04,40910,1673628100,68468125571000,-422.657480920705,-367.47799027722,-23.0999671743135,"-160","-110","-140","-150","-175","-200","-250","1983"
164.1,6.93,12.53,99.2,10.38,413.29,17.45,31.57,9.87,1983-01-05,40911,1673709921,68473146578031,-416.280186505197,-361.139570438418,-16.7567105662409,"-160","-110","-140","-150","-175","-200","-250","1983"
166.4,6.94,12.59,99.5,10.85,417.82,17.43,31.61,10,1983-01-06,40912,1673791744,68478167830528,-414.002892089689,-358.901153341088,-14.5134720594561,"-160","-110","-140","-150","-175","-200","-250","1983"
167,6.96,12.83,99.9,11.38,417.64,17.41,32.08,10.01,1983-01-07,40913,1673873569,68483189328497,-413.425597674182,-358.362738985228,-13.9702516567349,"-160","-110","-140","-150","-175","-200","-250","1983"
162.4,6.98,13.06,100.2,11.85,404.92,17.4,32.57,9.73,1983-01-08,40914,1673955396,68488211071944,-418.048303258674,-363.024327370838,-18.6270493608544,"-160","-110","-140","-150","-175","-200","-250","1983"
167.2,7,13.3,100.7,11.65,414.82,17.37,33,9.98,1983-01-09,40915,1674037225,68493233060875,-413.271008843166,-358.285918497919,-13.8838651745914,"-160","-110","-140","-150","-175","-200","-250","1983"
167.7,7.03,13.54,101,11.54,414.83,17.39,33.5,10,1983-01-10,40916,1674119056,68498255295296,-412.793714427658,-357.847512366471,-13.4406991007221,"-160","-110","-140","-150","-175","-200","-250","1983"
165.2,7.06,13.79,101.2,11.69,407.83,17.43,34.04,9.85,1983-01-11,40917,1674200889,68503277775213,-415.316420012151,-360.409108976493,-15.9975511420194,"-160","-110","-140","-150","-175","-200","-250","1983"
164.4,7.09,14.03,101.3,11.83,405.46,17.49,34.6,9.82,1983-01-12,40918,1674282724,68508300500632,-416.139125596643,-361.270708327986,-16.8544213012614,"-160","-110","-140","-150","-175","-200","-250","1983"
166.4,7.12,14.44,101.9,11.67,407.97,17.46,35.4,9.89,1984-01-01,41272,1703377984,70301816155648,-422.176902506903,-381.249139061208,-36.145598362928,"-160","-220","-140","-150","-175","-200","-250","1984"
157.3,7.15,14.85,102.4,11.84,383.78,17.44,36.23,9.32,1984-01-02,41273,1703460529,70306926413417,-431.299608091395,-390.411711634762,-45.309075813154,"-160","-220","-140","-150","-175","-200","-250","1984"
157.4,7.18,15.26,102.6,12.32,383.28,17.48,37.16,9.33,1984-01-03,41274,1703543076,70312036918824,-431.222313675887,-390.374286949786,-45.2725723696111,"-160","-220","-140","-150","-175","-200","-250","1984"
157.6,7.22,15.57,103.1,12.63,381.9,17.5,37.74,9.31,1984-01-04,41275,1703625625,70317147671875,-431.045019260379,-390.236865006281,-45.1360880350731,"-160","-220","-140","-150","-175","-200","-250","1984"
